post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_canonical,meta:_yoast_wpseo_bctitle,meta:_yoast_wpseo_meta-robots-adv,meta:_yoast_wpseo_is_cornerstone,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_linkdex,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_content_score,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metakeywords
"Sisal Big Boucle Tempest Rug bound in cotton by Fibre",sisal-big-boucle-tempest-rug-bound-cotton-fibre,,2490,"This beautiful, stylish rug is suitable for all areas in the home, the 100% sisal pile is naturally moth resistant with a natural latex backing and is 4mm thick. The Sisal comes in a variety of colours and can be coordinated with a matching or contrasting cotton binding.

&nbsp;",,publish,,0,"2017-10-18 12:00:19",1,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/MH1-Fibre-sisal-BIG-BOUCLE-TEMPEST-rug-with-Khaki-cotton-binding-under-blue-stools-e1508323460329.jpg ! alt : sisal luxury rugs ! title : MH1 Fibre sisal BIG BOUCLE TEMPEST rug with Khaki cotton binding under blue stools ! desc :  ! caption : ",,https://luxuryrugs.com/product/sisal-big-boucle-tempest-rug-bound-cotton-fibre/,,,,,,,,,30,,
"Chains by Amy Kent",chains-amy-kent,,2491,"Hand knotted wool and art silk 100 knots per sq inch

Following our site visit we send a quotation and computer mock up of the design in the colours chosen so you can envisage as best as pos Once your rug is finished it is couriered by air to the UK so we can get it to you as soon as possible. Our wonderful delivery team then make a day and time that suits you and they will install your new piece exactly as you’d like it. They also supply underlay if needed and a protective sealant called micro-seal.All our designs can be adapted, whether you are after a square rug, round rug or runner. We can give advice on how best to place your rug and help you measure up what the best size would be. If it is not possible to visit you we can match to fabric samples in the post and send you colour tufts and woven swatches.

On delivery of your rug you will be given a care leaflet of how best to look after it and keep it in top condition. If you ever need any advice or a specialist cleaner we can supply that for you.

&nbsp;

a 50% deposit to put your rug into production, they then typically take 12-20 weeks to make depending on the design and relevant knot.",,publish,,0,"2017-10-18 11:49:57",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/Chains-100-e1508497614407.jpg ! alt : Chains Rug luxury rugs ! title : Chains 100 ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/Chains-e1508362263700.jpg ! alt : Chains Rug Luxury Rugs ! title : Chains ! desc :  ! caption : ",,https://luxuryrugs.com/product/chains-amy-kent/,chains,,,,,"Chains Rug, Hand knotted wool and art silk 100 knots per sq inch",73,,30,,
"Chrysanthemums by Amy Kent",chrysanthemums-amy-kent,,2492,"Hand knotted wool and art silk 80 knots per sq inch

Following our site visit we send a quotation and computer mock up of the design in the colours chosen so you can envisage as best as pos Once your rug is finished it is couriered by air to the UK so we can get it to you as soon as possible. Our wonderful delivery team then make a day and time that suits you and they will install your new piece exactly as you’d like it. They also supply underlay if needed and a protective sealant called micro-seal.All our designs can be adapted, whether you are after a square rug, round rug or runner. We can give advice on how best to place your rug and help you measure up what the best size would be. If it is not possible to visit you we can match to fabric samples in the post and send you colour tufts and woven swatches.

On delivery of your rug you will be given a care leaflet of how best to look after it and keep it in top condition. If you ever need any advice or a specialist cleaner we can supply that for you.

&nbsp;

a 50% deposit to put your rug into production, they then typically take 12-20 weeks to make depending on the design and relevant knot.",,publish,,0,"2017-10-18 11:49:57",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/Chrysanthemums-80-2-e1508419624790.jpg ! alt : chrysanthemums luxury rugs ! title : Chrysanthemums 80 ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/Chrysanthemums-e1508364133611.jpg ! alt : chrysanthemums luxury rugs ! title : Chrysanthemums ! desc :  ! caption : ",,https://luxuryrugs.com/product/chrysanthemums-amy-kent/,chrysanthemums,,,,,"The Chrysanthemums Rug - Hand knotted wool and art silk 80 knots per sq inch",73,,30,,
"Blossom by Amy Kent",blossom-amy-kent,,2493,"Hand knotted wool and art silk 80 knots per sq inch

Following our site visit we send a quotation and computer mock up of the design in the colours chosen so you can envisage as best as pos Once your rug is finished it is couriered by air to the UK so we can get it to you as soon as possible. Our wonderful delivery team then make a day and time that suits you and they will install your new piece exactly as you’d like it. They also supply underlay if needed and a protective sealant called micro-seal.All our designs can be adapted, whether you are after a square rug, round rug or runner. We can give advice on how best to place your rug and help you measure up what the best size would be. If it is not possible to visit you we can match to fabric samples in the post and send you colour tufts and woven swatches.

On delivery of your rug you will be given a care leaflet of how best to look after it and keep it in top condition. If you ever need any advice or a specialist cleaner we can supply that for you.

&nbsp;

a 50% deposit to put your rug into production, they then typically take 12-20 weeks to make depending on the design and relevant knot.",,publish,,0,"2017-10-18 11:54:22",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/Blossom-80-e1508355497167.jpg ! alt : blossom luxury rugs ! title : Blossom 80 ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/Blossom-1-e1508364003774.jpg ! alt : Blossom luxury rugs ! title : Blossom-1 ! desc :  ! caption : ",,https://luxuryrugs.com/product/blossom-amy-kent/,blossom,,,,,"Blossom Rug, Hand knotted wool and art silk 80 knots per sq inch",73,,30,,
"Birds by Amy Kent",birds-amy-kent,,2494,"Hand knotted wool and art silk 80 knots per sq inch

Following our site visit we send a quotation and computer mock up of the design in the colours chosen so you can envisage as best as pos Once your rug is finished it is couriered by air to the UK so we can get it to you as soon as possible. Our wonderful delivery team then make a day and time that suits you and they will install your new piece exactly as you’d like it. They also supply underlay if needed and a protective sealant called micro-seal.All our designs can be adapted, whether you are after a square rug, round rug or runner. We can give advice on how best to place your rug and help you measure up what the best size would be. If it is not possible to visit you we can match to fabric samples in the post and send you colour tufts and woven swatches.

On delivery of your rug you will be given a care leaflet of how best to look after it and keep it in top condition. If you ever need any advice or a specialist cleaner we can supply that for you.

&nbsp;

a 50% deposit to put your rug into production, they then typically take 12-20 weeks to make depending on the design and relevant knot.","Hand knotted wool and art silk 80 knots per sq inch",publish,,0,"2017-10-18 11:57:09",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/Birds-80-2-e1523818516191.jpg ! alt : birds luxury rugs ! title : Birds 80 ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/Birds-e1508358598169.jpg ! alt : birds luxury rugs ! title : Birds ! desc :  ! caption : ",,https://luxuryrugs.com/product/birds-amy-kent/,Birds,,,,,"Birds Rug Hand knotted wool and art silk 80 knots per sq inch",71,,30,,
"Beach Grass by Amy Kent",beach-grass-amy-kent,,2495,"Hand knotted wool and art silk 80 knots per sq inch

Following our site visit we send a quotation and computer mock up of the design in the colours chosen so you can envisage as best as pos Once your rug is finished it is couriered by air to the UK so we can get it to you as soon as possible. Our wonderful delivery team then make a day and time that suits you and they will install your new piece exactly as you’d like it. They also supply underlay if needed and a protective sealant called micro-seal.All our designs can be adapted, whether you are after a square rug, round rug or runner. We can give advice on how best to place your rug and help you measure up what the best size would be. If it is not possible to visit you we can match to fabric samples in the post and send you colour tufts and woven swatches.

On delivery of your rug you will be given a care leaflet of how best to look after it and keep it in top condition. If you ever need any advice or a specialist cleaner we can supply that for you.

&nbsp;

a 50% deposit to put your rug into production, they then typically take 12-20 weeks to make depending on the design and relevant knot.",,publish,,0,"2017-10-18 11:58:54",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/Beach-Grass-80-1.jpg ! alt : Amy Kent Rugs ! title : Amy Kent Rugs ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/Beach-Grass2-e1508363207419.jpg ! alt : beach grass luxury rugs ! title : Beach-Grass2 ! desc :  ! caption : ",,https://luxuryrugs.com/product/beach-grass-amy-kent/,"beach grass",,,,,"Beach Grass Rug - hand knotted wool and art silk 80 knots per sq inch",73,,30,,
"Bark 100 by Amy Kent",bark-100-amy-kent,,2496,"Hand knotted wool and art silk 100 knots per sq inch

Following our site visit we send a quotation and computer mock up of the design in the colours chosen so you can envisage as best as possible.ar Once your rug is finished it is couriered by air to the UK so we can get it to you as soon as possible. Our wonderful delivery team then make a day and time that suits you and they will install your new piece exactly as you’d like it. They also supply underlay if needed and a protective sealant called micro-seal.All our designs can be adapted, whether you are after a square rug, round rug or runner. We can give advice on how best to place your rug and help you measure up what the best size would be. If it is not possible to visit you we can match to fabric samples in the post and send you colour tufts and woven swatches.

On delivery of your rug you will be given a care leaflet of how best to look after it and keep it in top condition. If you ever need any advice or a specialist cleaner we can supply that for you.

&nbsp;

a 50% deposit to put your rug into production, they then typically take 12-20 weeks to make depending on the design and relevant knot.",,publish,,0,"2017-10-18 12:00:51",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/Bark-100-e1508500658516.jpg ! alt : Modern Rugs in Knightsbridge ! title : Modern Rugs in Knightsbridge ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/Bark-e1508500492412.jpg ! alt : bark ! title : Bark ! desc :  ! caption : ",,https://luxuryrugs.com/product/bark-100-amy-kent/,bark,,,,,"Bark Rug is a Beautiful Hand knotted wool and art silk 100 knots per sq inch",73,,30,,
"Sisal Bengal Runner with cotton binding by Fibre",sisal-bengal-runner-cotton-binding-fibre,,2497,"This contemporary runner is suitable for all areas in the home, the 100% sisal pile is naturally moth resistant with a natural latex backing and is 6mm thick. The Sisal comes in a variety of colours and can be coordinated with a matching or contrasting cotton binding.
<div class=""hiddencolours""></div>",,publish,,0,"2017-10-18 12:12:04",1,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/MH5-Fibre-SISAL-BENGAL-JAIPUR-runner-with-Birch-cotton-binding-in-kitchen-e1508324503542.jpg ! alt :  ! title : MH5 Fibre SISAL BENGAL JAIPUR runner with Birch cotton binding in kitchen ! desc :  ! caption : ",,https://luxuryrugs.com/product/sisal-bengal-runner-cotton-binding-fibre/,,,,,,,,,30,,
"Allium 2 by Amy Kent",allium-2-amy-kent,,2498,"The Allium 2 Rug - Hand knotted wool and art silk 100 knots per sq inch

Following our site visit we send a quotation and computer mock up of the design in the colours chosen so you can envisage as best as pos Once your rug is finished it is couriered by air to the UK so we can get it to you as soon as possible. Our wonderful delivery team then make a day and time that suits you and they will install your new piece exactly as you’d like it. They also supply underlay if needed and a protective sealant called micro-seal.All our designs can be adapted, whether you are after a square rug, round rug or runner. We can give advice on how best to place your rug and help you measure up what the best size would be. If it is not possible to visit you we can match to fabric samples in the post and send you colour tufts and woven swatches.

On delivery of your rug you will be given a care leaflet of how best to look after it and keep it in top condition. If you ever need any advice or a specialist cleaner we can supply that for you.

&nbsp;

a 50% deposit to put your rug into production, they then typically take 12-20 weeks to make depending on the design and relevant knot.",,publish,,0,"2017-10-18 12:03:17",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/Allium-2-100-2.jpg ! alt : allium 2 ! title : Allium 2 100 (2) ! desc :  ! caption : ",,https://luxuryrugs.com/product/allium-2-amy-kent/,"Allium 2",,,,,"The Allium 2 Rug - Hand knotted wool and art silk 100 knots per sq inch",74,,30,,
"Agate by Amy Kent",agate-amy-kent,,2499,"Hand knotted wool and art silk 150 knots/sq inch

Following our site visit we send a quotation and computer mock up of the design in the colours chosen so you can envisage as best as pos Once your rug is finished it is couriered by air to the UK so we can get it to you as soon as possible. Our wonderful delivery team then make a day and time that suits you and they will install your new piece exactly as you’d like it. They also supply underlay if needed and a protective sealant called micro-seal.All our designs can be adapted, whether you are after a square rug, round rug or runner. We can give advice on how best to place your rug and help you measure up what the best size would be. If it is not possible to visit you we can match to fabric samples in the post and send you colour tufts and woven swatches.

On delivery of your rug you will be given a care leaflet of how best to look after it and keep it in top condition. If you ever need any advice or a specialist cleaner we can supply that for you.

&nbsp;

a 50% deposit to put your rug into production, they then typically take 12-20 weeks to make depending on the design and relevant knot.",,publish,,0,"2017-10-18 12:04:46",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/Agate-150-2.jpg ! alt : Handmade Rugs in London ! title : Handmade Rugs in London ! desc :  ! caption : ",,https://luxuryrugs.com/product/agate-amy-kent/,agate,,,,,"The Agate Rug is Hand knotted wool and art silk 150 knots/sq inch",70,,30,,
"Sisal Bengal Rug with faux leather binding by Fibre",sisal-bengal-rug-faux-leather-binding-fibre,,2500,"This modern, stylish rug is suitable for all areas in the home, the 100% sisal pile is naturally moth resistant with a natural latex backing and is 6mm thick. The Sisal comes in a variety of colours and can be coordinated with a matching or contrasting faux leather binding.",,publish,,0,"2017-10-18 12:18:19",1,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/MH15-Fibre-SISAL-BENGAL-RAJ-rug-with-Fall-faux-leather-binding-under-kitchen-table-centred-e1508325170716.jpg ! alt :  ! title : MH15 Fibre SISAL BENGAL RAJ rug with Fall faux leather binding under kitchen table centred ! desc :  ! caption : ",,https://luxuryrugs.com/product/sisal-bengal-rug-faux-leather-binding-fibre/,,,,,,,,,30,,
"Wool Dartmoor Rug with cotton binding and piping by Fibre",wool-dartmoor-rug-cotton-binding-piping-fibre,,2502,"This luxurious wool rug is suitable for all areas in the home, the 100% wool pile is moth proofed with a jute backing and is 8mm thick. The rug comes in a variety of colours and can be coordinated with a matching or contrasting cotton binding and piping.
<div class=""postbody jpibfi_container""></div>",,publish,,0,"2017-10-18 12:30:52",1,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/MH22-Fibre-WOOL-DARTMOOR-CHAGFORD-rug-with-Olive-cotton-binding-and-Charcoal-piping-in-front-of-Chesney-fire-place-e1508325529586.jpg ! alt :  ! title : MH22 Fibre WOOL DARTMOOR CHAGFORD rug with Olive cotton binding and Charcoal piping in front of Chesney fire place ! desc :  ! caption : ",,https://luxuryrugs.com/product/wool-dartmoor-rug-cotton-binding-piping-fibre/,,,,,,,,,30,,
"Wool Verbier Rug with faux suede binding by Fibre",wool-verbier-rug-faux-suede-binding-fibre,,2505,"This stylish, loop pile wool rug is suitable for all areas in the home. The 100% New Zealand wool pile is moth proofed and is a luxurious 8mm thick. The rug comes in a variety of colours and can be coordinated with a matching or contrasting faux suede binding.
<div class=""postbody jpibfi_container""></div>",,publish,,0,"2017-10-18 12:38:37",1,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/MH29-Fibre-WOOL-VERBIER-CIRRUS-rug-with-Shadow-faux-suede-binding-in-main-bedroom-e1508326289787.jpg ! alt :  ! title : MH29 Fibre WOOL VERBIER CIRRUS rug with Shadow faux suede binding in main bedroom ! desc :  ! caption : ",,https://luxuryrugs.com/product/wool-verbier-rug-faux-suede-binding-fibre/,,,,,,,,,30,,
"Sisal Boucle Rug with linen binding by Fibre",sisal-boucle-rug-linen-binding-fibre,,2599,"This stylish, contemporary rug is suitable for all areas in the home, the 100% sisal pile is naturally moth resistant with a natural latex backing and is 4mm thick. The rug comes in a variety of colours and can be coordinated with a matching or contrasting linen binding.
<div class=""postbody jpibfi_container""></div>",,publish,,0,"2017-10-18 13:43:28",1,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/MH30-Fibre-SISAL-BOUCLE-CELERIAC-rug-with-Ocean-Blue-linen-binding-in-front-of-bath-e1508329435719.jpg ! alt :  ! title : MH30 Fibre SISAL BOUCLE CELERIAC rug with Ocean Blue linen binding in front of bath ! desc :  ! caption : ",,https://luxuryrugs.com/product/sisal-boucle-rug-linen-binding-fibre/,,,,,,,,,30,,
"Wool Flatweave Classic Herringbone rug with linen binding by Fibre",wool-flatweave-classic-herringbone-rug-linen-binding-fibre,,2600,"This classic wool herringbone rug will add a stylish touch to all areas of your home. The wool mix pile is moth proofed and is 4mm thick. The rug comes in a variety of colours and can be coordinated with a matching or contrasting linen binding.
<div class=""postbody jpibfi_container""></div>",,publish,,0,"2017-10-18 14:04:47",1,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/NX39-Fibre-WOOL-FLATWEAVE-CLASSIC-HERRINGBONE-DAPPLE-rug-with-Starlight-linen-binding-sun-room-doors-e1508331606691.jpg ! alt :  ! title : NX39 Fibre WOOL FLATWEAVE CLASSIC HERRINGBONE DAPPLE rug with Starlight linen binding sun room doors ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/NX40-Fibre-WOOL-FLATWEAVE-CLASSIC-HERRINGBONE-DAPPLE-rug-with-Starlight-linen-binding-sun-room-grey-arm-chair-e1508331782107.jpg ! alt :  ! title : NX40 Fibre WOOL FLATWEAVE CLASSIC HERRINGBONE DAPPLE rug with Starlight linen binding sun room grey arm chair ! desc :  ! caption : ",,https://luxuryrugs.com/product/wool-flatweave-classic-herringbone-rug-linen-binding-fibre/,,,,,,,,,30,,
"Wool Paragon Rug with cotton binding by Fibre",wool-paragon-rug-cotton-binding-fibre,,2601,"This striking wool rug will add a touch of style to all areas of your home. The wool pile is moth proofed and is 5mm thick. The rug comes in a variety of colours and can be coordinated with a matching or contrasting cotton binding.
<div class=""postbody jpibfi_container""></div>",,publish,,0,"2017-10-18 14:15:54",1,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/NX53-Fibre-WOOL-PARAGON-BRIOLETTE-rug-with-Storm-Blue-cotton-binding-stools-e1508332486899.jpg ! alt :  ! title : NX53 Fibre WOOL PARAGON BRIOLETTE rug with Storm Blue cotton binding stools ! desc :  ! caption : ",,https://luxuryrugs.com/product/wool-paragon-rug-cotton-binding-fibre/,,,,,,,,,30,,
"Sisal Havana Rug with faux suede binding by Fibre",sisal-havana-rug-faux-suede-binding-fibre,,2603,"This stylish, striking rug is suitable for all areas in the home, the 100% sisal pile is naturally moth resistant with a natural latex backing and is 6mm thick. The rug comes in a variety of colours and can be coordinated with a matching or contrasting faux suede binding.

&nbsp;
<div class=""responsive-tabs-wrapper""></div>",,publish,,0,"2017-10-18 14:22:14",1,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/NX57-Fibre-SISAL-HAVANA-MERCURY-rug-with-Ebony-faux-suede-binding-under-dining-table-e1508332643141.jpg ! alt :  ! title : NX57 Fibre SISAL HAVANA MERCURY rug with Ebony faux suede binding under dining table ! desc :  ! caption : ",,https://luxuryrugs.com/product/sisal-havana-rug-faux-suede-binding-fibre/,,,,,,,,,30,,
"Sisal Himalaya Rug with linen double binding by Fibre",sisal-himalaya-rug-linen-double-binding-fibre,,2604,"This modern, stylish sisal rug is suitable for all areas in the home. The 100% sisal pile is naturally moth resistant with a natural latex backing and is 9mm thick. The rug comes in a variety of colours and can be coordinated with a matching or contrasting double linen binding.
<div class=""postbody jpibfi_container""></div>",,publish,,0,"2017-10-18 14:28:11",1,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/NX63-Fibre-SISAL-HIMALAYA-BHUTAN-rug-with-Ocean-Blue-and-Lichen-linen-double-binding-white-metal-bed-e1508333027896.jpg ! alt :  ! title : NX63 Fibre SISAL HIMALAYA BHUTAN rug with Ocean Blue and Lichen linen double binding white metal bed ! desc :  ! caption : ",,https://luxuryrugs.com/product/sisal-himalaya-rug-linen-double-binding-fibre/,,,,,,,,,30,,
"Wool Artisan Rug with faux suede binding by Fibre",wool-artisan-rug-faux-suede-binding-fibre,,2605,"This contemporary wool rug will add effortless style to any area of your home. The 100% New Zealand wool pile is moth proofed and is 5mm thick. The rug comes in a variety of colours and can be coordinated with a matching or contrasting faux suede binding.",,publish,,0,"2017-10-18 14:34:28",1,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/NX66-Fibre-WOOL-ARTISAN-GREY-rug-with-Oyster-faux-suede-binding-under-dresser-e1508333396343.jpg ! alt :  ! title : NX66 Fibre WOOL ARTISAN GREY rug with Oyster faux suede binding under dresser ! desc :  ! caption : ",,https://luxuryrugs.com/product/wool-artisan-rug-faux-suede-binding-fibre/,,,,,,,,,30,,
"Wool Devonian Rug by Fibre",wool-devonian-rug-fibre,,2606,"This striped, loop pile rug will add a stylish statement to your home. The 100% wool pile is moth proofed and is 9mm thick. The rug comes in a variety of colours and can be coordinated with a matching or contrasting cotton binding.
<div class=""postbody jpibfi_container""></div>",,publish,,0,"2017-10-18 14:40:22",1,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/NX73-Fibe-WOOL-DEVONIAN-RALEIGH-rug-e1508333741997.jpg ! alt : Wool Rugs in Chelsea ! title : Wool Rugs in Chelsea ! desc :  ! caption : ",,https://luxuryrugs.com/product/wool-devonian-rug-fibre/,,,,,,,,,30,,
"Wool Verbier Rug by Fibre",wool-verbier-rug-fibre,,2654,"This stylish, loop pile wool rug is suitable for all areas in the home. The 100% New Zealand wool pile is moth proofed and is a luxurious 8mm thick. The rug comes in a variety of colours and can be coordinated with a matching or contrasting faux suede binding.",,publish,,0,"2017-10-19 11:02:27",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/NX69-Fibre-WOOL-VERBIER-STRATUS-rug-with-Elephant-faux-suede-binding-room-shot_CROP-e1508407018402.jpg ! alt :  ! title : NX69-Fibre-WOOL-VERBIER-STRATUS-rug-with-Elephant-faux-suede-binding-room-shot_CROP ! desc :  ! caption : ",,https://luxuryrugs.com/product/wool-verbier-rug-fibre/,,,,,,,,,30,,
"Abaya Brick Rug by Edition Bougainville®",abaya-brick-rug-edition-bougainville,,2657,"This beautiful Abaya Brick contemporary rug is inspired by the reflections of an Ethiopian lake.

The rug has been hand made using a specific knot technique originating in the Himalayan highlands, The design is painted onto paper underneath the rug base, then the weaver works following the drawing, This is a very traditional process resulting in a stunningly beautiful product.","A beautiful Contemporary Rug

Made to Order",publish,,0,"2017-10-19 12:15:37",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/abaya-brick-amb.jpg ! alt : abaya ! title : abaya-brick-amb ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/abaya-brick-det1.jpg ! alt : Luxury Rugs ! title : abaya-brick ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/image_12177.png ! alt : Luxury Rugs ! title : Abaya Brick ! desc :  ! caption : ",,https://luxuryrugs.com/product/abaya-brick-rug-edition-bougainville/,abaya,,,,,"Abaya Rugs is a Beautiful Contemporary Rug",56,,30,,
"Abaya Indigo Rug by Edition Bouganville®",abaya-indigo-rug-edition-bouganville,,2687,"This beautiful, Abaya Indigo contemporary rug is inspired by the reflections of an Ethiopian lake,  made using a specific knot technique . The design is painted onto paper underneath the rug base, then the weaver works following the drawing, resulting in a stunningly beautiful product.",,publish,,0,"2017-10-19 12:20:27",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/abaya-indigo-amb1.jpg ! alt : abaya indigo ! title : abaya-indigo-amb1 ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/abaya-indigo-det2.jpg ! alt : Modern Rugs in Chelsea ! title : Modern Rugs in Chelsea ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/image_10195.png ! alt : Luxury Rugs ! title : Abaya Indigo ! desc :  ! caption : ",,https://luxuryrugs.com/product/abaya-indigo-rug-edition-bouganville/,"abaya indigo",,,,,"This beautiful, Abaya Indigo contemporary rug is inspired by the reflections of an Ethiopian lake,  made using a specific knot technique.",59,,30,,
"Bloom Stamp Frost Rug by Edition Bougainville®",bloom-stamp-frost-rug,,2688,"Bloom Stamp Frost Rug, a stunning contemporary rug inspired by the speed of light. The rug has been hand made using a specific knot technique originating in the Himalayan highlands. The design is painted onto paper underneath the rug base, then the weaver works following the drawing. This traditional process results in a stunningly beautiful product.",,publish,,0,"2017-10-19 13:01:12",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/bloom-stamp-frost-amb.jpg ! alt : Handmade Rugs in Fulham ! title : Handmade Rugs in Fulham ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/bloom-frost-detail2.jpg ! alt : Bloom Frost ! title : bloom-frost-detail2 ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/image_10691.png ! alt : Luxury Rugs ! title : Bloom Frost ! desc :  ! caption : ",,https://luxuryrugs.com/product/bloom-stamp-frost-rug/,bloom,,,,,"Bloom Stamp Frost Rug, a stunning contemporary rug inspired by the speed of light. ",53,,30,,
